id,server_id,user_id,local_workout_id,exercise_id,exercise_name,reps,weight,notes,sort_order,created_at,updated_at,deleted
2715,,REPLACE_WITH_YOUR_USER_ID,18022618229,hammer-curl,Hammer Curl,10,27.22.00,,3,1737084416000,1754593354522,0
2716,,REPLACE_WITH_YOUR_USER_ID,18022618229,reverse-curl,Reverse Barbell Curl,20,14.01,,1,1737084695000,1754593354522,0
2717,,REPLACE_WITH_YOUR_USER_ID,18022618229,reverse-curl,Reverse Barbell Curl,20,14.01,,2,1737085018000,1754593354522,0
2718,,REPLACE_WITH_YOUR_USER_ID,18022618229,reverse-curl,Reverse Barbell Curl,15,14.01,,3,1737085304000,1754593354522,0
2719,,REPLACE_WITH_YOUR_USER_ID,18022618229,leg-press,Leg Press,15,72.57.00,,1,1737085550000,1754593354522,0
2720,,REPLACE_WITH_YOUR_USER_ID,18022618229,leg-press,Leg Press,15,82.05.00,,2,1737086127000,1754593354522,0
2721,,REPLACE_WITH_YOUR_USER_ID,18022618229,leg-press,Leg Press,15,82.05.00,,3,1737086654000,1754593354522,0
2722,,REPLACE_WITH_YOUR_USER_ID,18004662924,smith-bench-press,Smith Machine Bench Press,8,75.21.00,,1,1736906800000,1754593362499,0
2723,,REPLACE_WITH_YOUR_USER_ID,17968445339,leg-press,Leg Press,12,72.56.00,,1,1736563455000,1754593365242,0
2724,,REPLACE_WITH_YOUR_USER_ID,18004662924,smith-bench-press,Smith Machine Bench Press,8,70.31.00,,2,1736907083000,1754593362499,0
2725,,REPLACE_WITH_YOUR_USER_ID,17968445339,leg-press,Leg Press,15,82.03.00,,2,1736563714000,1754593365242,0
2726,,REPLACE_WITH_YOUR_USER_ID,18004662924,smith-bench-press,Smith Machine Bench Press,9,66.15.00,,3,1736907385000,1754593362499,0
2727,,REPLACE_WITH_YOUR_USER_ID,17968445339,leg-press,Leg Press,12,82.03.00,,3,1736564212000,1754593365242,0
2728,,REPLACE_WITH_YOUR_USER_ID,18004662924,cable-row,Seated Cable Row,12,63.5,,1,1736907636000,1754593362499,0
2729,,REPLACE_WITH_YOUR_USER_ID,17968445339,smith-incline-bench-press,Incline Smith Machine Bench Press,10,61.25.00,,1,1736564681000,1754593365242,0
2730,,REPLACE_WITH_YOUR_USER_ID,18004662924,cable-row,Seated Cable Row,10,63.5,,2,1736907954000,1754593362499,0
2731,,REPLACE_WITH_YOUR_USER_ID,17968445339,smith-incline-bench-press,Incline Smith Machine Bench Press,10,61.25.00,,2,1736565034000,1754593365242,0
2732,,REPLACE_WITH_YOUR_USER_ID,18004662924,cable-row,Seated Cable Row,12,63.5,,3,1736908600000,1754593362499,0
2733,,REPLACE_WITH_YOUR_USER_ID,17968445339,smith-incline-bench-press,Incline Smith Machine Bench Press,8,61.25.00,,3,1736565499000,1754593365242,0
2734,,REPLACE_WITH_YOUR_USER_ID,18004662924,ez-bar-curl,EZ-Bar Curl,10,41.21.00,,1,1736909075000,1754593362499,0
2735,,REPLACE_WITH_YOUR_USER_ID,17968445339,smith-bench-press,Smith Machine Bench Press,10,63.5,,1,1736566141000,1754593365242,0
2736,,REPLACE_WITH_YOUR_USER_ID,18004662924,ez-bar-curl,EZ-Bar Curl,10,38.56.00,,2,1736909743000,1754593362499,0
